,means_per_cluster_mu_fg_Adipocyte,means_per_cluster_mu_fg_B,means_per_cluster_mu_fg_Basal,means_per_cluster_mu_fg_Endothelial,means_per_cluster_mu_fg_Fibroblast,means_per_cluster_mu_fg_LumHR,means_per_cluster_mu_fg_LumSec,means_per_cluster_mu_fg_Macrophage,means_per_cluster_mu_fg_Pericyte,means_per_cluster_mu_fg_Plasma,means_per_cluster_mu_fg_T,means_per_cluster_mu_fg_Tumor,means_per_cluster_mu_fg_pDC
ATXN7L3B,0.4050692,0.32415184,0.6245636,0.401558,0.31954008,0.43823674,0.121981375,0.13239567,0.5115341,0.20989151,0.13666539,0.61804813,0.44677377
KCNC2,0.5495334,0.7735923,0.74616957,0.7282567,0.031627733,0.62368745,0.7100768,0.030521343,0.76892763,0.7614858,0.54695314,0.06004295,0.6458256
CAPS2,2.0209322,0.5375872,1.1004951,0.907907,1.020016,0.4560866,0.8207339,0.581876,1.0585849,0.18130407,0.34648508,2.5265324,1.0330935
GLIPR1L1,0.5340685,0.06966274,0.6145518,0.19386403,0.23924318,0.4820141,0.2882353,0.068400204,0.60369486,0.10264169,0.034541633,0.40518948,0.7482481
GLIPR1L2,0.36635458,0.09341616,0.54406714,0.032705877,0.062157985,0.3735869,0.19984356,0.018419517,0.2861227,0.068432465,0.071529984,0.20756736,0.7568369
GLIPR1,0.47473037,0.4206134,0.76646084,0.26378834,1.0812107,0.3804507,0.12167666,0.77090305,0.8996617,0.09499967,0.2761197,0.27266067,1.3039019
KRR1,0.6252441,0.37500128,0.6676043,0.40860742,0.52893454,0.2920863,0.47500107,0.34348962,0.40038368,0.2662506,0.23023991,0.5378694,0.4533306
PHLDA1,0.12967984,0.07214675,0.38340834,0.17159615,0.4546659,0.44420853,0.46416703,0.19675748,1.5955728,0.037827145,0.17086598,0.21335901,0.7029638
BBS10,0.1453582,0.16086182,0.58025014,0.07978818,0.047010537,0.91225135,0.27577734,0.06475298,0.27557606,0.10563194,0.035198882,0.110383,0.8051766
OSBPL8,3.6423209,2.70238,1.7264092,3.532072,6.205589,0.843483,1.4564965,4.272161,2.6569693,1.0349219,2.3512926,3.6564093,0.64486426
ZDHHC17,1.3196788,0.76801395,1.2703552,2.775511,1.6754625,0.91972244,0.61855817,1.169392,0.9597795,0.8975097,0.82189715,1.5871931,2.2690516
CSRP2,0.43179482,0.086878635,0.77828526,0.40444076,0.25850892,0.7098297,0.21975489,0.00874332,0.5123428,0.06567771,0.018951992,0.024634503,0.63724977
E2F7,0.21485917,0.09329,0.7577526,0.22822642,0.07302442,1.0225347,0.21089196,0.10175677,0.30252936,0.23875114,0.084646255,1.7201711,0.62643254
NAV3,4.3336368,0.21525458,1.6724458,8.681131,17.022245,0.44213444,0.25347313,0.14302877,0.8086762,0.221615,0.18207039,2.6226132,0.6462034
SYT1,0.8225457,1.3215708,2.0246577,0.48764363,1.5378212,1.1246055,0.7850903,0.051384747,0.35464936,0.46153146,0.037530765,0.9749518,0.7085974
PAWR,3.1145432,0.8463561,2.3487482,2.4517224,5.8810105,2.243459,1.7084813,0.5770489,1.7645154,3.2253308,0.18862078,11.158545,0.84806055
PPP1R12A,3.8866673,2.6501164,1.7552279,5.905337,7.5990953,1.2110786,1.7380289,3.406291,2.8081646,1.9184852,2.6570551,5.111799,1.4138347
OTOGL,0.5630322,0.55487216,0.96964335,0.43057078,0.039736584,0.8915793,0.78195226,0.018098168,0.93146574,0.64734316,0.17012809,0.010353713,1.1504714
PTPRQ,0.85468334,0.44717664,0.8317062,0.7647684,0.054743,0.8499784,0.6890276,0.01896689,0.6726183,0.5193298,0.23218523,0.008461973,0.6053226
MYF6,0.8781895,1.1591231,0.6726921,0.7356223,0.4474164,0.7268307,0.7180101,0.91034645,0.9105897,0.6652447,0.8213881,0.15089247,0.6589741
MYF5,0.8334952,0.92231154,0.7405537,0.8977471,0.442509,0.903376,0.9200584,0.38470057,0.8960448,0.88100636,0.52107334,0.32855892,0.94853514
LIN7A,0.8878403,0.08477209,0.648354,0.3987666,0.6036508,1.7405587,0.1292047,0.04418271,0.20423342,0.24968438,0.09865955,1.8481175,0.5291406
ACSS3,2.7244244,0.38472453,1.466322,0.4207519,1.3779796,0.6469325,0.47445038,0.042592105,1.1876975,0.17945617,0.03226416,1.6252018,0.5393189
PPFIA2,0.26094702,0.15453422,0.48140785,0.3893635,2.037441,0.5618799,0.248052,0.059001636,0.94418335,0.05427603,0.019076122,0.17487884,0.6161741
CCDC59,0.5430782,0.2056066,0.42826277,0.5133414,0.23487668,0.7843225,0.14922704,0.1098603,0.77012086,0.1997424,0.03291335,0.26166937,0.5508208
METTL25,1.8810668,0.8238678,0.46965802,0.6433931,0.89258766,0.3945586,0.10652583,0.72451425,0.75714386,0.547822,0.45285016,0.928981,0.68860346
TMTC2,2.7576046,1.080303,0.6762245,4.622457,4.773621,1.5301969,1.271873,1.2742014,1.0502257,3.4323993,0.9960538,8.100148,0.66827285
SLC6A15,0.7773966,0.681812,0.86863816,0.60042334,0.36203152,0.65110034,0.9268508,0.3197913,0.8164722,0.9418357,0.69853365,0.08247315,0.69002354
TSPAN19,0.75712514,1.0531332,0.65484977,0.84677196,0.5554185,0.77987254,0.9652683,0.32375875,0.75262666,0.92511976,0.7903387,0.35112208,1.0923473
LRRIQ1,0.5743976,0.28787383,0.44530776,0.59120643,0.29652762,0.6939911,0.37121955,0.09558869,0.28856707,0.19164261,0.1456121,7.444745,0.66125274
ALX1,0.79957825,0.76750124,0.8295491,0.2357675,0.29905683,0.8081553,0.9078855,0.62683696,0.84063417,0.6352693,0.62761503,0.4290992,0.8583449
RASSF9,0.36156628,0.16083747,0.80308753,0.4186554,0.124507815,0.6631282,0.8631441,0.004996805,0.5041245,0.09734174,0.028492426,0.011295098,0.7981302
NTS,0.97712725,0.8753778,0.7355662,0.911382,0.48442107,0.5517179,0.83705956,0.37161994,0.89730227,0.8529046,0.6906588,0.41936803,1.0688802
MGAT4C,0.81016755,0.32501444,0.88596344,0.2880766,0.04448489,0.8014862,0.66875726,0.02558347,0.7786882,0.7325464,0.089606114,0.031096842,0.7967089
C12orf50,0.63915664,0.6051532,0.8098732,0.8764521,0.15508822,1.0704702,0.74315083,0.23045625,0.71243435,0.8105688,0.6010073,0.07508716,1.3506111
C12orf29,0.21415672,0.14977913,0.46059427,0.10185447,0.08363546,0.39188933,0.116425514,0.06376806,0.17220809,0.14679155,0.086874455,0.17044559,0.64230794
CEP290,1.2278047,1.1154028,0.9341376,1.3943768,1.6678991,2.2619271,0.85536265,0.67670673,0.9006009,0.923127,0.63298494,2.8675003,0.7339907
TMTC3,0.67225736,0.37908372,0.70374346,0.61994374,0.60552555,0.260304,0.12822248,0.36245602,0.42391467,0.40809804,0.2976643,1.0087525,0.6554849
KITLG,0.31265214,0.12615673,0.36182228,2.6250734,0.3782484,0.701846,0.13392164,0.07989081,1.7082924,0.28340498,0.054947473,1.5911491,0.65815204
DUSP6,1.730947,0.09019195,0.6707195,0.9251152,0.13409987,0.49418658,0.19272447,0.25806668,0.48624012,0.19860211,0.038484998,0.14444554,0.883175
POC1B,1.0480051,1.1885545,0.80945426,0.8343625,0.80679846,0.4079276,0.66586554,0.50203526,0.6053349,0.41067073,0.53462213,0.7718973,1.2278707
GALNT4,0.1385184,0.31050834,0.64479494,0.13632725,0.05333776,0.41109285,0.20368168,0.07973961,0.26480252,0.15530117,0.13460845,0.13796133,0.90394306
ATP2B1,1.3161598,4.4140778,1.1994987,3.6162004,2.5094922,0.62275004,0.3421359,5.120427,2.999921,1.2932909,2.2876446,2.0866911,1.5282646
CCER1,0.92937046,0.7145952,0.91432536,0.8901668,0.5867734,0.9410353,0.5961498,0.555487,0.9156635,1.090723,0.68445474,0.15801999,0.97210205
EPYC,0.57019335,0.43613806,0.86754775,0.23857915,0.15286586,0.8562242,0.63971937,0.005123515,0.54366505,0.26010883,0.08265894,0.008756745,0.76719433
KERA,0.90158755,0.8750792,1.0806081,0.58716804,0.28381866,0.8575658,0.777449,0.34693605,0.8787614,0.59343654,0.6798997,0.07345179,0.8069586
LUM,0.09220098,0.31215513,0.6189484,0.89274305,3.6057525,0.32144028,0.11940365,0.14521351,0.42822307,0.13798052,0.12476078,0.5961332,0.66650474
DCN,0.6929723,0.20326963,0.29478717,1.4320736,6.936928,1.0840234,0.20540461,0.27293628,0.557783,0.22201133,0.09330336,1.0050225,0.7108952
CLLU1OS,0.64390534,1.0416209,0.65024906,0.90344614,0.21169725,0.61685044,0.9113796,0.57159203,0.74268705,0.85799736,0.8237227,0.18276727,0.8545714
C12orf74,0.364157,1.1467708,0.8689441,0.12671678,0.06346526,0.5572112,0.4742396,0.035607938,0.5417386,0.7553179,0.05073751,0.12594938,0.7863894
EEA1,2.0865006,2.011853,0.65227705,3.0176249,3.778795,1.1085645,0.92274755,1.630603,0.8128682,1.0305889,0.6157533,2.109709,2.074491
NUDT4,0.65818805,0.18579775,0.92128015,0.94235486,0.5902488,0.68754894,0.54377556,0.21044478,0.85961825,0.4676898,0.28151405,1.5620323,0.7648463
UBE2N,0.5504997,0.45284912,0.3461599,0.74653536,0.8011251,0.8185186,0.35673925,0.54208565,0.5154484,0.28420168,0.5450436,0.8092058,1.0467665
SOCS2,0.11384227,0.055383794,0.263046,0.48376268,0.038089883,0.67444915,0.24207044,0.0124016125,0.17296033,0.046616003,0.03680524,0.10119154,0.72875905
CRADD,2.163482,0.30998334,0.6699962,2.5971916,1.3226553,1.1540165,1.3656435,0.8723675,0.95716095,1.5113349,1.0256083,2.676459,0.8643132
PLXNC1,0.80274475,1.5634928,0.34074235,1.3881367,1.8171864,0.6614072,0.20224316,3.072944,1.099114,0.8641426,0.44502535,0.62666845,0.90977824
CEP83,0.9294416,0.5229282,0.2991657,1.7240217,2.373617,0.37543106,1.2587999,1.0934683,0.21351594,0.68952924,0.5491293,3.7345655,1.7972617
TMCC3,0.20904407,0.7800946,0.5102192,1.3445544,0.27004844,0.45074373,0.28633374,0.8469146,0.2413585,0.2580231,0.096484005,0.19112441,0.7444629
NDUFA12,0.22722651,0.15142621,0.42478237,0.34446216,0.3447248,0.36971745,0.51115596,0.14482774,0.36125582,0.08602306,0.14853814,0.5297245,0.7677366
NR2C1,0.7272414,0.21201228,0.65793633,1.1629896,0.8687498,0.42723987,0.4488789,0.5673682,0.16735005,0.2549578,0.37360442,0.69880515,0.66245276
FGD6,1.086747,0.3220915,0.6289519,2.9520836,1.5629483,0.67028165,0.7126623,0.8401413,0.20461628,0.23741694,0.048454415,2.155823,0.7797403
VEZT,2.8167224,0.68598264,1.3957831,3.4175088,2.5537794,1.6332345,2.812148,1.2345748,2.03485,0.9175349,0.91161823,3.947659,0.90422845
METAP2,0.42993453,0.2549035,0.28448448,0.90648645,0.8692606,1.0687221,0.63209045,0.44631734,0.14213814,0.61723226,0.28447953,0.8901369,0.6194162
USP44,0.640526,0.78863746,1.0656027,0.34559846,0.048085168,0.85559714,0.6138628,0.02938186,0.8644285,0.6037669,0.60906386,0.02058952,0.91057265
NTN4,1.7462552,0.1951111,2.3598425,3.748641,1.3570893,5.4961553,1.936098,0.3669515,1.327842,3.8226686,0.19471048,14.937275,0.53504455
SNRPF,0.31555793,0.29782072,0.33651406,0.6302965,0.33895195,0.6677738,0.11826909,0.21795484,0.54729503,0.23376793,0.10588981,0.5857443,0.68409723
CCDC38,0.43302205,0.24066025,0.8839509,0.22269464,0.017812556,0.7592642,0.7170161,0.005946025,0.6428144,0.5288471,0.09856664,0.019167136,0.33106914
AMDHD1,0.26585585,0.21560183,0.6069742,0.13794813,0.023624245,0.48816243,0.23026687,0.089401856,0.41128862,0.119779535,0.060857292,0.06384529,0.7090303
HAL,0.853153,0.39628553,0.69881487,0.51910794,0.021382922,0.54207027,0.7357766,0.042321827,0.75721,0.6426829,0.21815239,0.028965263,0.40447164
LTA4H,0.49605274,0.14615698,0.31120548,0.62268513,0.3232172,0.39737144,0.10542576,0.8764961,0.2390864,0.23683912,0.16614392,0.4254567,1.2123003
ELK3,0.19203529,1.1538886,0.68323106,5.37797,1.0387987,0.3676194,0.35406,0.78262806,0.47202444,1.6020713,0.6107021,0.605022,0.7241934
CDK17,1.4758828,1.4396628,1.376214,6.8600817,3.1555648,0.9632732,0.9441697,2.003136,1.4941078,2.9833136,1.9905528,3.3310487,0.67605287
CFAP54,0.27996495,0.112966664,0.683912,0.61483717,0.38865456,0.5912953,0.2205962,0.0874776,0.62187874,1.1037161,0.14335611,7.246245,0.9002273
NEDD1,0.56582445,0.35595208,0.3419134,0.59524417,0.6408514,0.3001392,0.34663126,0.3379286,0.61685574,0.3031132,0.2687291,0.9080505,0.9688751
TMPO,0.40927425,0.5291059,0.36669633,1.1101114,0.5591762,0.6491719,0.325912,0.7005644,0.69998616,0.66405416,0.77260447,0.8363543,0.7296192
SLC25A3,1.2873676,0.45861915,0.7474227,0.9078674,0.7416646,0.9161861,0.24846843,0.38496944,0.36272827,0.4600508,0.42195752,1.352802,0.8690826
IKBIP,0.40034738,0.20832388,0.41339013,0.5895552,0.49852383,0.51487726,0.1331342,0.28769237,0.5597951,0.435562,0.1586035,0.17819224,0.611703
APAF1,1.105622,1.0118107,0.3744802,0.6220747,0.81491846,0.7237889,0.50772256,1.0042812,0.8692974,0.21173263,0.3317808,0.50850785,0.6967178
ANKS1B,1.3174746,0.2877663,0.37221676,1.74542,1.1397148,1.6078341,0.57072943,0.14280806,1.0729793,0.5691826,0.08477388,6.1483474,0.7658788
FAM71C,0.77943474,0.8010149,0.99524045,0.51543915,0.036898393,0.7309844,0.8841682,0.2831281,1.3862935,0.7231116,0.84713864,0.051848434,0.86238444
UHRF1BP1L,1.0478449,0.6826719,0.31157842,0.7780761,1.6393942,0.6189029,0.5845531,0.9782096,0.674911,0.19611596,0.3175199,1.1151141,0.5755626
ACTR6,0.5092,0.22833827,0.3127577,0.274527,0.2594333,0.4727444,0.15327372,0.21320824,0.75751513,0.15218545,0.115548,0.72120106,0.7824644
DEPDC4,0.15568942,0.08794678,0.3844146,0.07194331,0.059494838,0.35995644,0.17059352,0.07329589,0.31393096,0.04677083,0.084552675,0.20798112,0.659642
SLC17A8,0.8957011,0.78315985,0.8368859,0.4467853,0.13341156,1.0387838,1.1272713,0.18529324,0.97710824,0.98442143,0.7522534,0.035220265,0.9331088
NR1H4,0.7148093,0.8138254,0.7754136,0.82547647,0.5586315,0.68609196,0.9345826,0.3899045,0.71912897,0.5956454,1.3958273,0.29311725,1.0161666
GAS2L3,0.59503245,0.24577768,0.5410975,0.49665913,0.26121724,1.3884052,0.41139698,1.1661819,0.35670146,0.04301046,0.042511072,1.0895385,0.6589638
ANO4,0.3793281,0.15293927,0.65887403,0.30636275,0.37080082,0.8628498,0.5408429,0.017499456,0.3962738,0.107813664,0.021990485,0.06484053,0.87646246
SLC5A8,0.7372946,0.9512691,0.8549248,1.0736833,0.34360737,0.8356676,0.7787515,0.31293988,0.54773057,0.7145123,0.8050951,0.4004527,0.7513738
UTP20,0.5728777,0.46498922,0.8728852,0.71045935,0.6756102,0.40307745,0.66118324,0.28344342,0.16966742,0.46338823,0.33405977,0.80950624,0.58869094
ARL1,0.07944323,0.058508366,0.34492463,0.2062071,0.3800022,0.9151195,0.3256606,0.14055458,0.43925482,0.16439182,0.23421098,0.5371563,0.7308507
SPIC,1.032805,0.9495523,0.7054034,0.7794236,0.32835037,0.8799852,0.6139501,0.57145256,0.89886284,0.5375143,0.62044007,0.2086969,0.7407591
MYBPC1,1.0749806,0.72307575,1.0404801,0.73954463,0.049637076,0.9361031,0.79374534,0.0412246,0.8599681,0.46361908,0.49599573,0.024254981,0.76276517
CHPT1,1.2966065,0.47169006,0.7764494,0.46821588,0.69836944,2.0547125,2.1209164,0.5259212,0.21287261,0.22225893,0.084634714,1.3618108,0.77909756
SYCP3,0.2719933,0.19122513,0.76934236,0.10321487,0.04043679,0.6592298,0.66915375,0.027887328,0.5706748,0.22663955,0.0787493,0.06600829,0.69033474
GNPTAB,0.6639589,0.77267146,0.71520245,1.5123328,1.6058438,0.9347479,1.012507,1.55228,0.6130641,0.9707813,0.84555864,1.141195,0.9296915
DRAM1,0.36295247,0.298636,0.4060158,0.5572275,0.740557,0.39452416,0.121542834,0.69769335,0.29494524,0.49770126,0.23979183,0.55590343,0.6814419
NUP37,0.27922928,0.31932375,0.35811746,0.26096827,0.31067735,0.37098402,0.10791718,0.2021188,0.39549145,0.27605233,0.2601905,0.43835497,0.80979013
PARPBP,0.232285,0.08077537,0.400255,0.17951341,0.28923377,1.2615173,0.45548117,0.0899953,0.23060764,0.21148998,0.1842969,0.24891102,0.56865764
PMCH,0.93471485,0.6764515,1.0251728,0.7899694,0.7960524,1.1303853,0.66703975,0.6861034,0.6854107,0.70687884,0.8050737,0.46772757,0.7408316
IGF1,0.89243984,0.3327106,0.55856097,0.4141201,1.804773,0.4866664,0.17581956,0.45473972,0.2829624,0.70642763,0.022007085,0.1794306,0.830799
PAH,0.8963789,0.62218446,0.7008485,0.8447227,0.122076474,0.6949828,0.6683576,0.22471213,0.76729536,0.9426035,0.76220614,0.019271865,0.93363863
ASCL1,0.7622096,0.71696883,0.7571514,1.0356624,0.43493536,1.1285257,0.8070385,0.64324653,0.9412333,0.81961656,0.8717368,0.312825,0.82682395
C12orf42,0.29487434,0.9659333,0.7459147,0.27669153,0.057226162,0.54112893,0.31629556,0.13792923,0.67296106,0.8874265,0.26959437,0.07394567,0.92936057
STAB2,0.6382658,0.39293185,0.64076704,0.72250664,0.024293162,0.78268504,0.36883315,0.024935616,0.6859107,0.3944013,0.1335915,0.026928397,0.993579
NT5DC3,0.58647054,0.2754503,0.66535574,0.19584939,0.18969288,0.43099535,0.46179646,0.08412615,0.45031855,0.13787986,0.015533086,0.24103224,0.96140605
HSP90B1,1.2877886,0.26967448,0.2743115,3.247266,1.8155614,1.1204603,0.45671514,0.9821059,1.873377,6.590849,0.56779826,2.8636837,0.9287275
C12orf73,0.19916274,0.19914736,0.32127532,0.2951405,0.19032139,0.3693816,0.43424478,0.13463515,0.6077452,0.27536613,0.0851552,0.29859737,0.5724251
TDG,0.7644731,0.17333832,0.30354276,0.79514414,0.74406147,1.2113162,0.73546505,0.36596507,0.5171328,0.23016874,0.27423325,0.9454846,0.7431759
GLT8D2,0.08716264,0.13997088,0.48082396,0.29945427,0.94138074,0.3736906,0.10507163,0.018595347,0.54908574,0.03728295,0.042605318,0.124087155,0.7482214
HCFC2,1.4165162,0.21135242,0.40079728,0.6292205,0.7882463,0.7658733,0.7090446,0.31264436,0.5770237,0.28181866,0.3418148,0.53696877,1.2671734
NFYB,0.1914252,0.35373956,0.6835485,0.097109795,0.26695335,0.37068987,0.26935983,0.1463933,0.35936642,0.18518643,0.06759005,0.43032047,0.7563873
TXNRD1,0.901692,0.55438507,0.46430188,0.6494576,0.63344884,0.33926183,0.3713111,0.76547587,0.38937396,0.6478933,0.28841224,1.3846635,0.93090045
EID3,0.121752456,0.052842703,0.48372024,0.036011152,0.016211478,0.35694188,0.1446606,0.02147872,0.20946096,0.0414333,0.018664658,0.052676927,0.75319386
CHST11,2.165264,4.9346905,0.99598074,7.3218365,8.623764,0.2824852,0.509736,10.098453,3.9441442,3.4798377,5.3442554,2.3896112,3.2073407
SLC41A2,1.5178329,0.56776035,0.40555346,0.7415788,3.092913,0.9139637,0.25809106,1.6874403,0.77450055,0.7662221,0.14479795,0.8070434,0.62538016
C12orf45,0.22236803,0.43069535,0.45259053,0.2433556,0.41667596,0.42732581,0.27737698,0.3687096,0.46834677,0.62651384,0.14001897,0.25133452,0.88116777
ALDH1L2,0.1189707,0.06849901,0.31406352,0.2446871,0.69496953,0.4283784,0.10957278,0.062470328,0.16572541,1.4933764,0.017960474,0.13737848,0.83669484
WASHC4,1.8377113,1.7551734,1.4038272,2.9237406,2.12303,0.97202045,1.4808352,2.8066359,1.6246781,1.8376971,0.8386429,1.9739566,1.6224217
APPL2,1.6826624,0.5448309,1.1425327,1.338264,2.1623209,1.0160195,0.34068033,1.4195398,0.85425335,1.1918864,0.5000257,2.441587,0.9983503
C12orf75,0.5048615,0.28541887,0.3906885,0.26298514,0.7105992,0.68511,0.124505416,0.13951674,0.19701914,0.19039854,0.3237879,1.1187239,0.649276
NUAK1,0.5179476,0.07444039,1.4980612,1.7202812,1.4137485,0.41767758,0.23863311,0.25179595,0.88585514,0.04457219,0.037666295,0.45460308,0.7548692
CKAP4,0.4504602,0.19971834,0.68247133,0.40284297,0.9999815,0.41320413,0.20875098,0.062226884,0.79846895,0.4532987,0.03445393,0.9380297,0.5505691
TCP11L2,1.0327528,0.1460359,0.8210638,0.38853335,0.26944068,0.44824502,0.27894467,0.18584776,0.6866071,0.2930517,0.17422609,0.38566008,0.8045401
POLR3B,0.7872524,0.20924821,0.3523446,0.37337434,0.43423238,0.4999623,0.25017804,0.2511384,0.208723,0.2911375,0.23084901,0.4686669,0.30330718
RFX4,0.7238683,1.0156031,0.7642953,0.74631286,0.02951165,0.72591764,0.7327881,0.028570022,0.79268926,0.572917,0.3804027,0.01767776,0.62540406
RIC8B,0.5573313,0.60897064,0.34064105,1.2515031,0.84492624,0.31000665,0.37036943,0.45264715,0.38859284,0.46896103,0.59958094,1.3231907,0.85004973
TMEM263,0.33585256,0.13683182,0.65380573,0.6585749,2.0061245,0.6371939,0.34560183,0.22955494,0.37752327,0.7333948,0.24612033,0.78306323,0.6241616
MTERF2,0.37649187,0.07899554,0.39195636,0.14068615,0.23775586,0.33839172,0.34406123,0.09308512,0.20092903,0.13058239,0.0903717,0.33995402,0.8009062
CRY1,0.51018286,0.14157309,0.7715252,1.0909826,3.5961807,0.47773403,1.0035546,0.41926223,0.44389695,0.500188,0.36575738,2.3194752,0.66342825
BTBD11,0.8079305,0.15117902,0.5464534,0.16082211,0.7087624,0.6111631,0.6034292,0.10313488,0.31850126,0.11929194,0.48106545,0.17374417,0.68962926
PWP1,0.35104984,0.34778506,0.2687841,0.5190221,0.3362281,0.28281173,0.25562695,0.30131996,0.4911646,0.32153058,0.071341366,0.48197898,0.67589986
PRDM4,0.30267042,0.39458665,0.4303486,0.61607015,0.4538499,0.37249318,0.4612598,0.3210222,0.20723224,0.1270978,0.15290882,0.39482123,0.8108138
ASCL4,0.7907879,1.014137,0.6789447,0.7293692,0.23797348,0.61193115,0.7423737,0.76397586,1.2666,0.86541045,0.8834218,0.6805516,0.5888649
WSCD2,1.0319395,0.6327915,0.5528523,1.0330865,0.46675506,0.8280371,0.8358121,0.43663192,0.94277674,0.8315098,0.67365324,0.120298475,0.7394807
CMKLR1,0.17314573,0.09644722,0.37662056,0.17392403,0.14135703,0.62132335,0.19260211,0.56037694,0.2885649,0.055810027,0.016079884,0.07561046,0.9333552
FICD,0.24513136,0.19047187,0.56733596,0.12950906,0.08383078,0.5055166,0.21518269,0.056043293,0.32961372,0.292701,0.0594041,0.090767965,0.75300014
SART3,0.41060278,0.38388187,0.29103768,0.69103575,0.54027086,0.6106483,0.22599775,0.40922672,0.74010676,0.77557564,0.3409917,0.5482029,0.77473634
ISCU,0.39210328,0.4320425,0.35556352,0.47732276,0.21661836,0.9707636,0.26402852,0.22390483,0.27195725,0.28873914,0.055018775,0.46934927,0.78585726
TMEM119,0.10148038,0.0680848,0.38713107,0.03405775,0.20016906,0.39880472,0.11850315,0.019748213,0.25451708,0.042148814,0.019219454,0.013900733,0.7134493
SELPLG,0.44265404,0.09711881,0.92729133,0.14373392,0.07270224,0.45390853,0.17931661,0.2243512,0.4049168,0.25174803,0.13742235,0.056401327,0.5553085
CORO1C,0.9780314,0.21869071,0.8667182,2.0052152,2.468324,0.3819646,0.97305787,2.4214554,0.92333686,0.502807,0.19894813,1.5977051,2.8694873
SSH1,1.3202214,0.4338913,0.35299742,2.8750482,1.9278542,0.3748874,0.3103752,1.7953477,0.35363802,0.5749388,0.471807,0.92135286,0.56808025
DAO,0.8161533,0.6904052,0.9021106,0.7393985,0.03744987,0.8035975,0.84016836,0.10364234,0.8146105,0.6004236,0.38344654,0.014424297,0.78138065
SVOP,0.9113836,0.6250399,0.7316638,0.6982657,0.021191271,0.7163511,0.7018544,0.047072176,0.6165171,0.54849565,0.28408787,0.0054348106,0.76605004
USP30,0.5089558,0.06980684,0.40944085,0.19818266,0.2412034,0.3294115,0.28506187,0.15979517,0.37044698,0.19353078,0.11668092,0.27883723,0.78934145
ALKBH2,0.101315595,0.076567814,0.3861672,0.09748189,0.10480364,0.47066665,0.27226397,0.04096947,0.2118639,0.053049766,0.017182143,0.12340925,0.79291534
UNG,0.1038677,0.06781803,0.42235315,0.1062429,0.08420757,0.3324744,0.17421536,0.033189505,0.2330053,0.08013012,0.053488526,0.11129114,0.95918626
ACACB,7.204531,0.12893207,0.93185496,0.6969506,0.53320825,0.47819638,0.7798849,0.2285939,0.82996005,0.46966854,0.11963187,0.35327187,0.8947106
FOXN4,0.20768467,0.132079,0.48184568,0.04970659,0.01839194,0.67651385,0.26312992,0.009044713,0.35953063,0.07213282,0.021507705,0.79524475,0.51178163
MYO1H,0.16502926,0.09806226,0.5284585,0.19253929,0.11367479,0.49757326,0.19357279,0.03580007,0.31531674,0.06470962,0.023006966,0.09359569,0.9268693
KCTD10,0.501272,0.0686888,0.33092323,0.70181835,0.599995,0.40336585,0.4397971,0.13784933,0.50646913,0.2936122,0.06718704,0.31215584,0.63233906
UBE3B,0.7377231,0.3125578,0.301917,0.32876194,0.45853603,0.33587623,0.59645176,0.36935973,0.5473066,0.23518094,0.19622825,0.59638315,0.6568174
MMAB,0.36436868,0.07348233,0.38231635,0.11584232,0.09755448,0.3655805,0.2338247,0.08769172,0.20655595,0.0945764,0.018084707,0.2011767,0.50585914
MVK,0.39500466,0.07573451,0.49777633,0.07449793,0.05780838,0.5043129,0.16847359,0.05411633,0.23002861,0.15042149,0.037838798,0.076823115,0.78613263
FAM222A,0.41289493,0.4869079,0.5541025,0.30386645,0.018104777,0.8313363,0.9172758,0.004300332,0.6420073,0.42791224,0.08452129,0.04302788,0.94253635
TRPV4,0.13076553,0.080553025,0.39991227,0.1541521,0.11511082,0.42044097,0.78596836,0.15749085,0.3121026,0.16255516,0.03913703,0.102568075,0.8624241
GLTP,0.3242181,0.07733454,0.46976176,0.38431716,0.17293076,0.752268,0.55757123,0.11812677,0.41094127,0.18942358,0.10053675,0.2662394,0.61087584
TCHP,0.37893236,0.32178745,0.67921484,1.0740806,0.58229357,0.9380156,0.91823053,0.7017516,0.3287129,0.3965095,0.33438388,0.60470575,0.713712
GIT2,0.31815273,1.1279917,0.371798,1.3286858,1.1523416,0.3368144,0.34212294,1.5848188,1.0731907,0.71699727,1.0240271,0.9136,1.4270725
ANKRD13A,0.36824545,0.87322176,0.7376112,0.6849436,0.5275516,0.39459595,0.8545438,0.3929528,0.5137042,0.83242095,0.4167365,0.6409801,1.3441257
C12orf76,0.3428082,0.18066613,0.60038495,0.16267598,0.23601133,0.32186413,0.45169103,0.19710892,0.16710618,0.31911904,0.11462888,0.36159617,0.7040407
IFT81,0.5540553,0.19122232,0.70077,1.1368111,0.69959277,0.6110535,0.24353883,0.11873772,0.56196207,0.14114645,0.06726743,1.9670403,0.59334075
ATP2A2,1.4177971,1.0588135,1.1968306,1.7891366,2.9131415,0.73056084,0.9963116,1.4879568,1.9571713,1.4071561,0.60120183,2.5242586,0.52274066
ANAPC7,0.82381743,0.12408593,0.3626181,0.7224503,0.5777483,0.35288036,0.6103541,0.4332294,1.2291691,0.39326465,0.37501204,0.90273345,0.74174064
ARPC3,0.87238544,0.92331,0.62899506,1.5330975,0.8857077,0.98808396,0.41389304,0.9818918,1.0377418,0.64106333,0.40572694,1.2949613,1.562517
